index,agency,numOfPositions,businessTitle,jobCategory,newLat,newLong,borough,salaryRangeTo,salaryRangeFrom,salaryFrequency,zip,jobCatCondensed
145,DEPT OF ENVIRONMENT PROTECTION,3,SUPERVISOR OF STOCK WORKERS I,Building Operations & Maintenance,40.71444279999999,-73.9287523,Brooklyn,55526.0,35951.0,Annual,11237.0,Operatives and Laborers
146,DEPT OF ENVIRONMENT PROTECTION,1,Engineer In Charge of Pumping,"Engineering, Architecture, & Planning",40.7348102,-73.8644434,Queens,125000.0,100000.0,Annual,11373.0,Other
147,DEPT OF ENVIRONMENT PROTECTION,1,Engineer In Charge of Pumping,"Engineering, Architecture, & Planning",40.7348102,-73.8644434,Queens,125000.0,100000.0,Annual,11373.0,Other
148,LAW DEPARTMENT,1,F/T Computer Aide,"Technology, Data & Innovation",40.713299299999996,-74.0101098,Manhattan,49394.0,38157.0,Annual,10007.0,Other
149,DEPT OF ENVIRONMENT PROTECTION,1,"Accountable Manager, CSO LTCP Program","Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,134433.0,48535.0,Annual,11373.0,Other
150,DEPT OF ENVIRONMENT PROTECTION,1,"Accountable Manager, CSO LTCP Program","Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,134433.0,48535.0,Annual,11373.0,Other
151,DEPT OF HEALTH/MENTAL HYGIENE,1,Human Resources Administrative Assistant,Administration & Human Resources,40.7383829,-73.9761524,Manhattan,35098.0,30580.0,Annual,10010.0,Other
152,DEPT OF HEALTH/MENTAL HYGIENE,1,Human Resources Administrative Assistant,Administration & Human Resources,40.7383829,-73.9761524,Manhattan,35098.0,30580.0,Annual,10010.0,Other
153,DEPARTMENT OF TRANSPORTATION,4,Waterfront Facilities Engineer,"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,105000.0,48535.0,Annual,10041.0,Other
154,DEPARTMENT OF TRANSPORTATION,4,Waterfront Facilities Engineer,"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,105000.0,48535.0,Annual,10041.0,Other
155,ADMIN FOR CHILDREN'S SVCS,2,Director of Child Protective Audits,Social Services,40.7096402,-74.0057361,Manhattan,103044.0,60435.0,Annual,10038.0,Service
156,ADMIN FOR CHILDREN'S SVCS,4,Supervisor/Auditors of Accountability and Audit Unit,Social Services,40.7096402,-74.0057361,Manhattan,94478.0,54643.0,Annual,10038.0,Service
157,DEPT OF ENVIRONMENT PROTECTION,1,Electrical Engineer 1,"Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,91347.0,63074.0,Annual,11373.0,Other
158,DEPT OF ENVIRONMENT PROTECTION,1,Electrical Engineer 1,"Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,91347.0,63074.0,Annual,11373.0,Other
159,DEPT OF ENVIRONMENT PROTECTION,1,MECHANICAL ENGINEERING INTERN,"Engineering, Architecture, & Planning",40.7348102,-73.8644434,Queens,52000.0,52000.0,Annual,11373.0,Other
160,DEPT OF ENVIRONMENT PROTECTION,1,MECHANICAL ENGINEERING INTERN,"Engineering, Architecture, & Planning",40.7348102,-73.8644434,Queens,52000.0,52000.0,Annual,11373.0,Other
161,POLICE DEPARTMENT,1,"Quality Assurance Manager, Crime Scene Unit, M-II","Public Safety, Inspections, & Enforcement",40.7041696,-73.80567420000001,Queens,161497.0,60435.0,Annual,11435.0,Managerial and Professional
162,POLICE DEPARTMENT,1,"Quality Assurance Manager, Crime Scene Unit, M-II","Public Safety, Inspections, & Enforcement",40.7041696,-73.80567420000001,Queens,161497.0,60435.0,Annual,11435.0,Managerial and Professional
163,DEPT OF ENVIRONMENT PROTECTION,1,"Accountable Project Manager,  Stormwater MS4 Evaluation and Alternatives","Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,134433.0,48535.0,Annual,11373.0,Other
164,DEPT OF ENVIRONMENT PROTECTION,1,"Accountable Project Manager,  Stormwater MS4 Evaluation and Alternatives","Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,134433.0,48535.0,Annual,11373.0,Other
165,DEPT OF ENVIRONMENT PROTECTION,1,"Engineer In Charge, Linear Capital Program Management","Engineering, Architecture, & Planning",40.7348102,-73.8644434,Queens,105000.0,105000.0,Annual,11373.0,Other
166,DEPT OF ENVIRONMENT PROTECTION,1,"Engineer In Charge, Linear Capital Program Management","Engineering, Architecture, & Planning",40.7348102,-73.8644434,Queens,105000.0,105000.0,Annual,11373.0,Other
167,DEPT OF ENVIRONMENT PROTECTION,1,ASSOCIATE PUBLIC HEALTH SANITARIAN II,"Public Safety, Inspections, & Enforcement",40.734879600000006,-73.86348939999998,Queens,91795.0,60673.0,Annual,11373.0,Managerial and Professional
168,DEPT OF ENVIRONMENT PROTECTION,1,ASSOCIATE PUBLIC HEALTH SANITARIAN II,"Public Safety, Inspections, & Enforcement",40.734879600000006,-73.86348939999998,Queens,91795.0,60673.0,Annual,11373.0,Managerial and Professional
169,DEPARTMENT OF TRANSPORTATION,2,Resiliency Engineer,"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,105000.0,85000.0,Annual,10041.0,Other
170,DEPARTMENT OF TRANSPORTATION,2,Resiliency Engineer,"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,105000.0,85000.0,Annual,10041.0,Other
171,DEPT OF ENVIRONMENT PROTECTION,1,"Supervisor, EHS Facility Compliance â€“ Downstate Division","Public Safety, Inspections, & Enforcement",40.886583200000004,-73.8793824,The Bronx,97379.0,66390.0,Annual,10467.0,Managerial and Professional
172,DEPT OF ENVIRONMENT PROTECTION,1,"Supervisor, EHS Facility Compliance â€“ Downstate Division","Public Safety, Inspections, & Enforcement",40.886583200000004,-73.8793824,The Bronx,97379.0,66390.0,Annual,10467.0,Managerial and Professional
173,DEPT OF ENVIRONMENT PROTECTION,1,Chief of Staff,"Policy, Research & Analysis",40.734879600000006,-73.86348939999998,Queens,134433.0,48535.0,Annual,11373.0,Other
174,DEPT OF ENVIRONMENT PROTECTION,1,Chief of Staff,"Policy, Research & Analysis",40.734879600000006,-73.86348939999998,Queens,134433.0,48535.0,Annual,11373.0,Other
175,DEPT OF ENVIRONMENT PROTECTION,1,"Director, Capital Budget","Finance, Accounting, & Procurement Policy, Research & Analysis",40.7348102,-73.8644434,Queens,125000.0,105000.0,Annual,11373.0,Other
176,DEPT OF ENVIRONMENT PROTECTION,1,"Director, Capital Budget","Finance, Accounting, & Procurement Policy, Research & Analysis",40.7348102,-73.8644434,Queens,125000.0,105000.0,Annual,11373.0,Other
177,DEPT OF ENVIRONMENT PROTECTION,1,"Chief, Contract Support Unit","Engineering, Architecture, & Planning",40.7348102,-73.8644434,Queens,161497.0,60435.0,Annual,11373.0,Other
178,DEPT OF ENVIRONMENT PROTECTION,1,"Chief, Contract Support Unit","Engineering, Architecture, & Planning",40.7348102,-73.8644434,Queens,161497.0,60435.0,Annual,11373.0,Other
179,DEPT OF ENVIRONMENT PROTECTION,1,Administrative Engineer,"Engineering, Architecture, & Planning",41.3153588,-72.62163840000001,Queens,105000.0,90000.0,Annual,6443.0,Other
180,DEPT OF ENVIRONMENT PROTECTION,1,Administrative Engineer,"Engineering, Architecture, & Planning",41.3153588,-72.62163840000001,Queens,105000.0,90000.0,Annual,6443.0,Other
181,DEPT OF ENVIRONMENT PROTECTION,1,STAFF ANALYST II,"Policy, Research & Analysis",40.7348102,-73.8644434,Queens,72310.0,56458.0,Annual,11373.0,Other
182,DEPT OF ENVIRONMENT PROTECTION,1,STAFF ANALYST II,"Policy, Research & Analysis",40.7348102,-73.8644434,Queens,72310.0,56458.0,Annual,11373.0,Other
183,LAW DEPARTMENT,1,UNIT CHIEF OF DDPC,Administration & Human Resources,40.713299299999996,-74.0101098,Manhattan,77190.0,55346.0,Annual,10007.0,Other
184,DEPT OF ENVIRONMENT PROTECTION,2,Watershed Maintainer,Building Operations & Maintenance,41.0790113,-73.81413540000001,Manhattan,55870.0,38197.0,Annual,10595.0,Operatives and Laborers
185,DEPT OF ENVIRONMENT PROTECTION,2,Watershed Maintainer,Building Operations & Maintenance,41.0790113,-73.81413540000001,Manhattan,55870.0,38197.0,Annual,10595.0,Operatives and Laborers
186,DEPT OF ENVIRONMENT PROTECTION,1,Environmental Health & Safety Auditor,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",40.7348102,-73.8644434,Queens,103332.0,78630.0,Annual,11373.0,Managerial and Professional
187,DEPT OF ENVIRONMENT PROTECTION,1,Environmental Health & Safety Auditor,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",40.7348102,-73.8644434,Queens,103332.0,78630.0,Annual,11373.0,Managerial and Professional
188,DEPARTMENT OF TRANSPORTATION,1,Clerical Associate 3,"Public Safety, Inspections, & Enforcement",40.7033226,-74.00889620000001,Manhattan,54879.0,33875.0,Annual,10041.0,Managerial and Professional
189,DEPARTMENT OF TRANSPORTATION,1,Clerical Associate 3,"Public Safety, Inspections, & Enforcement",40.7033226,-74.00889620000001,Manhattan,54879.0,33875.0,Annual,10041.0,Managerial and Professional
190,DEPT OF ENVIRONMENT PROTECTION,1,ACCOUNTABLE MANAGER,"Engineering, Architecture, & Planning Technology, Data & Innovation",40.734879600000006,-73.86348939999998,Queens,134433.0,48535.0,Annual,11373.0,Other
191,DEPT OF ENVIRONMENT PROTECTION,1,ACCOUNTABLE MANAGER,"Engineering, Architecture, & Planning Technology, Data & Innovation",40.734879600000006,-73.86348939999998,Queens,134433.0,48535.0,Annual,11373.0,Other
192,LAW DEPARTMENT,1,Chief Information Security Officer,"Technology, Data & Innovation",40.713299299999996,-74.0101098,Manhattan,180000.0,75000.0,Annual,10007.0,Other
193,LAW DEPARTMENT,1,Chief Information Security Officer,"Technology, Data & Innovation",40.713299299999996,-74.0101098,Manhattan,180000.0,75000.0,Annual,10007.0,Other
194,DEPT OF ENVIRONMENT PROTECTION,1,Project Manager,"Engineering, Architecture, & Planning Technology, Data & Innovation",40.734879600000006,-73.86348939999998,Queens,55170.0,47974.0,Annual,11373.0,Other
195,DEPT OF ENVIRONMENT PROTECTION,1,Project Manager,"Engineering, Architecture, & Planning Technology, Data & Innovation",40.734879600000006,-73.86348939999998,Queens,55170.0,47974.0,Annual,11373.0,Other
196,DEPT OF ENVIRONMENT PROTECTION,2,LEAD DESIGNER FOR WATER TUNNEL STRUCTURAL,"Engineering, Architecture, & Planning Technology, Data & Innovation",40.734879600000006,-73.86348939999998,Queens,104182.0,74990.0,Annual,11373.0,Other
197,DEPT OF ENVIRONMENT PROTECTION,2,LEAD DESIGNER FOR WATER TUNNEL STRUCTURAL,"Engineering, Architecture, & Planning Technology, Data & Innovation",40.734879600000006,-73.86348939999998,Queens,104182.0,74990.0,Annual,11373.0,Other
198,DEPARTMENT OF TRANSPORTATION,1,Civil Engineer III,"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,113725.0,83887.0,Annual,10041.0,Other
199,DEPARTMENT OF TRANSPORTATION,1,Civil Engineer III,"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,113725.0,83887.0,Annual,10041.0,Other
200,NYC EMPLOYEES RETIREMENT SYS,1,CERTIFIED IT ADMINISTRATOR (LA,"Technology, Data & Innovation",40.6934634,-73.9882453,Brooklyn,121363.0,85823.0,Annual,11201.0,Other
201,NYC EMPLOYEES RETIREMENT SYS,1,CERTIFIED IT ADMINISTRATOR (LA,"Technology, Data & Innovation",40.6934634,-73.9882453,Brooklyn,121363.0,85823.0,Annual,11201.0,Other
202,DEPT OF ENVIRONMENT PROTECTION,1,Civil Section Manager,"Engineering, Architecture, & Planning Technology, Data & Innovation",40.734879600000006,-73.86348939999998,Queens,178873.0,67060.0,Annual,11373.0,Other
203,DEPT OF ENVIRONMENT PROTECTION,1,Civil Section Manager,"Engineering, Architecture, & Planning Technology, Data & Innovation",40.734879600000006,-73.86348939999998,Queens,178873.0,67060.0,Annual,11373.0,Other
204,NYC EMPLOYEES RETIREMENT SYS,1,COMPUTER SPECIALIST (SOFTWARE),"Technology, Data & Innovation",40.6934634,-73.9882453,Brooklyn,95077.0,76288.0,Annual,11201.0,Other
205,NYC EMPLOYEES RETIREMENT SYS,1,COMPUTER SPECIALIST (SOFTWARE),"Technology, Data & Innovation",40.6934634,-73.9882453,Brooklyn,95077.0,76288.0,Annual,11201.0,Other
206,DEPT OF ENVIRONMENT PROTECTION,5,Emergency Manager,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",40.734879600000006,-73.86348939999998,Queens,70000.0,60000.0,Annual,11373.0,Managerial and Professional
207,DEPT OF ENVIRONMENT PROTECTION,5,Emergency Manager,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",40.734879600000006,-73.86348939999998,Queens,70000.0,60000.0,Annual,11373.0,Managerial and Professional
208,DISTRICT ATTORNEY RICHMOND COU,2,Computer Programmer,"Technology, Data & Innovation",40.642830100000005,-74.0770605,Staten Island,65000.0,47692.0,Annual,10301.0,Other
209,DISTRICT ATTORNEY RICHMOND COU,2,Computer Programmer,"Technology, Data & Innovation",40.642830100000005,-74.0770605,Staten Island,65000.0,47692.0,Annual,10301.0,Other
210,DEPT OF ENVIRONMENT PROTECTION,2,Electrical Engineer 1,"Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,91347.0,63074.0,Annual,11373.0,Other
211,DEPT OF ENVIRONMENT PROTECTION,2,Electrical Engineer 1,"Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,91347.0,63074.0,Annual,11373.0,Other
212,DEPT OF ENVIRONMENT PROTECTION,4,WATERSHED MAINTAINER,Building Operations & Maintenance,40.5080805,-74.2357454,Staten Island,55870.0,38197.0,Annual,10307.0,Operatives and Laborers
213,DEPT OF ENVIRONMENT PROTECTION,4,WATERSHED MAINTAINER,Building Operations & Maintenance,40.5080805,-74.2357454,Staten Island,55870.0,38197.0,Annual,10307.0,Operatives and Laborers
214,DEPARTMENT OF TRANSPORTATION,1,Mechanical Engineer 3,"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,113725.0,83887.0,Annual,10041.0,Other
215,DEPARTMENT OF TRANSPORTATION,1,Mechanical Engineer 3,"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,113725.0,83887.0,Annual,10041.0,Other
216,DEPARTMENT OF TRANSPORTATION,2,Civil Engineer 3,"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,113725.0,83887.0,Annual,10041.0,Other
217,DEPARTMENT OF TRANSPORTATION,2,Civil Engineer 3,"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,113725.0,83887.0,Annual,10041.0,Other
218,DEPT OF ENVIRONMENT PROTECTION,1,Deputy Director of Payroll and Timekeeping,Administration & Human Resources,40.7348102,-73.8644434,Queens,95022.0,63817.0,Annual,11373.0,Other
219,LAW DEPARTMENT,1,Clerical Supervisor (ICSU),Administration & Human Resources,40.713299299999996,-74.0101098,Manhattan,54879.0,33875.0,Annual,10007.0,Other
220,DEPT OF ENVIRONMENT PROTECTION,1,CONTRACTS ATTORNEY,"Legal Affairs Policy, Research & Analysis",40.7348102,-73.8644434,Queens,70353.0,57944.0,Annual,11373.0,Other
221,DEPT OF ENVIRONMENT PROTECTION,1,CONTRACTS ATTORNEY,"Legal Affairs Policy, Research & Analysis",40.7348102,-73.8644434,Queens,70353.0,57944.0,Annual,11373.0,Other
222,POLICE DEPARTMENT,7,Staff Analyst,Administration & Human Resources,40.771865600000005,-73.83913309999998,Queens,66195.0,48620.0,Annual,11354.0,Other
223,POLICE DEPARTMENT,7,Staff Analyst,Administration & Human Resources,40.771865600000005,-73.83913309999998,Queens,66195.0,48620.0,Annual,11354.0,Other
224,DEPT OF ENVIRONMENT PROTECTION,1,Deputy Director of Field Operations,"Engineering, Architecture, & Planning Policy, Research & Analysis",40.734879600000006,-73.86348939999998,Queens,194395.0,75338.0,Annual,11373.0,Other
225,DEPT OF ENVIRONMENT PROTECTION,1,Deputy Director of Field Operations,"Engineering, Architecture, & Planning Policy, Research & Analysis",40.734879600000006,-73.86348939999998,Queens,194395.0,75338.0,Annual,11373.0,Other
226,DEPT OF INFO TECH & TELECOMM,1,Supervisor for Leaves and Supplementary Benefits,Administration & Human Resources,40.7144626,-74.01097970000001,Manhattan,75000.0,49748.0,Annual,10007.0,Other
227,DEPARTMENT OF TRANSPORTATION,1,Administrative Transportation Coordinator M-I,Administration & Human Resources,40.744136299999994,-73.930965,Queens,150371.0,54643.0,Annual,11101.0,Other
228,DEPARTMENT OF TRANSPORTATION,1,Administrative Transportation Coordinator M-I,Administration & Human Resources,40.744136299999994,-73.930965,Queens,150371.0,54643.0,Annual,11101.0,Other
229,DEPT OF ENVIRONMENT PROTECTION,2,Policy Advisor,"Policy, Research & Analysis",40.7134096,-74.00752309999999,Manhattan,80000.0,55000.0,Annual,10007.0,Other
230,DEPT OF ENVIRONMENT PROTECTION,2,Policy Advisor,"Policy, Research & Analysis",40.7134096,-74.00752309999999,Manhattan,80000.0,55000.0,Annual,10007.0,Other
231,DEPT OF ENVIRONMENT PROTECTION,1,Supervisor Watershed Maintenance I,Building Operations & Maintenance,40.5080805,-74.2357454,Staten Island,71502.0,58786.0,Annual,10307.0,Operatives and Laborers
232,DEPARTMENT OF TRANSPORTATION,1,Hiring Plan Analyst,"Administration & Human Resources Policy, Research & Analysis",40.7033226,-74.00889620000001,Manhattan,97873.0,65731.0,Annual,10041.0,Other
233,DEPARTMENT OF TRANSPORTATION,2,Electrician,Building Operations & Maintenance,40.6737486,-73.84806540000001,Queens,343.0,343.0,Daily,11417.0,Operatives and Laborers
234,DEPARTMENT OF TRANSPORTATION,2,Electrician,Building Operations & Maintenance,40.6737486,-73.84806540000001,Queens,343.0,343.0,Daily,11417.0,Operatives and Laborers
235,DEPARTMENT OF TRANSPORTATION,1,Admin Engineer (NM),"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,136023.0,49990.0,Annual,10041.0,Other
236,DEPARTMENT OF TRANSPORTATION,1,Admin Engineer (NM),"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,136023.0,49990.0,Annual,10041.0,Other
237,DEPARTMENT OF TRANSPORTATION,1,Civil Engineer 2,"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,104182.0,74990.0,Annual,10041.0,Other
238,DEPARTMENT OF TRANSPORTATION,1,Civil Engineer 2,"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,104182.0,74990.0,Annual,10041.0,Other
239,DEPT OF ENVIRONMENT PROTECTION,1,QUALITY ASSURANCE SPECIALIST,Building Operations & Maintenance,40.7348102,-73.8644434,Queens,64357.0,55000.0,Annual,11373.0,Operatives and Laborers
240,DEPT OF ENVIRONMENT PROTECTION,1,QUALITY ASSURANCE SPECIALIST,Building Operations & Maintenance,40.7348102,-73.8644434,Queens,64357.0,55000.0,Annual,11373.0,Operatives and Laborers
241,NYC HOUSING AUTHORITY,1,Deputy Director for Engineering,"Engineering, Architecture, & Planning",37.1003153,-95.6744246,Queens,130000.0,115000.0,Annual,67337.0,Other
242,NYC HOUSING AUTHORITY,1,Deputy Director for Engineering,"Engineering, Architecture, & Planning",37.1003153,-95.6744246,Queens,130000.0,115000.0,Annual,67337.0,Other
243,DEPT OF ENVIRONMENT PROTECTION,2,IT Support Technician,"Technology, Data & Innovation",40.734879600000006,-73.86348939999998,Queens,69493.0,47692.0,Annual,11373.0,Other
244,DEPT OF ENVIRONMENT PROTECTION,2,IT Support Technician,"Technology, Data & Innovation",40.734879600000006,-73.86348939999998,Queens,69493.0,47692.0,Annual,11373.0,Other
245,DEPT OF ENVIRONMENT PROTECTION,1,PORTFOLIO MANAGER,"Engineering, Architecture, & Planning Technology, Data & Innovation",40.734879600000006,-73.86348939999998,Queens,194395.0,75338.0,Annual,11373.0,Other
246,DEPT OF ENVIRONMENT PROTECTION,1,PORTFOLIO MANAGER,"Engineering, Architecture, & Planning Technology, Data & Innovation",40.734879600000006,-73.86348939999998,Queens,194395.0,75338.0,Annual,11373.0,Other
